level,key,name,txnType,year,month,ym,count,unitPriceNominal,unitPriceReal2021
city,g,Yilan County,sale,2014,4,2014-04,666,40545,42751
city,g,Yilan County,sale,2014,5,2014-05,603,40188,42375
city,g,Yilan County,sale,2014,6,2014-06,503,40016,42193
city,g,Yilan County,sale,2014,7,2014-07,567,43829,46214
city,g,Yilan County,sale,2014,8,2014-08,496,41766,44038
city,g,Yilan County,sale,2014,9,2014-09,657,44415,46832
city,g,Yilan County,sale,2014,10,2014-10,754,49269,51950
city,g,Yilan County,sale,2014,11,2014-11,549,45013,47462
city,g,Yilan County,sale,2014,12,2014-12,854,42221,44518
city,g,Yilan County,sale,2015,1,2015-01,400,43225,45717
city,g,Yilan County,sale,2015,2,2015-02,499,61138,64662
city,g,Yilan County,sale,2015,3,2015-03,562,47766,50519
city,g,Yilan County,sale,2015,4,2015-04,554,53718,56814
city,g,Yilan County,sale,2015,5,2015-05,440,46272,48939
city,g,Yilan County,sale,2015,6,2015-06,450,43539,46049
city,g,Yilan County,sale,2015,7,2015-07,422,42771,45236
city,g,Yilan County,sale,2015,8,2015-08,264,44643,47216
city,g,Yilan County,sale,2015,9,2015-09,352,43910,46441
city,g,Yilan County,sale,2015,10,2015-10,497,45320,47932
city,g,Yilan County,sale,2015,11,2015-11,943,62564,66170
city,g,Yilan County,sale,2015,12,2015-12,719,45417,48035
city,g,Yilan County,sale,2016,1,2016-01,239,46390,48393
city,g,Yilan County,sale,2016,2,2016-02,184,48780,50887
city,g,Yilan County,sale,2016,3,2016-03,332,43130,44993
city,g,Yilan County,sale,2016,4,2016-04,400,49350,51481
city,g,Yilan County,sale,2016,5,2016-05,469,49583,51724
city,g,Yilan County,sale,2016,6,2016-06,412,48042,50117
city,g,Yilan County,sale,2016,7,2016-07,398,47665,49724
city,g,Yilan County,sale,2016,8,2016-08,459,53220,55518
city,g,Yilan County,sale,2016,9,2016-09,415,51247,53460
city,g,Yilan County,sale,2016,10,2016-10,399,48814,50922
city,g,Yilan County,sale,2016,11,2016-11,604,53498,55808
city,g,Yilan County,sale,2016,12,2016-12,537,49332,51463
city,g,Yilan County,sale,2017,1,2017-01,302,49476,51297
city,g,Yilan County,sale,2017,2,2017-02,340,51179,53063
city,g,Yilan County,sale,2017,3,2017-03,429,48567,50355
city,g,Yilan County,sale,2017,4,2017-04,355,49710,51540
city,g,Yilan County,sale,2017,5,2017-05,406,47867,49629
city,g,Yilan County,sale,2017,6,2017-06,438,47277,49017
city,g,Yilan County,sale,2017,7,2017-07,402,46307,48011
city,g,Yilan County,sale,2017,8,2017-08,334,48442,50225
city,g,Yilan County,sale,2017,9,2017-09,353,48654,50445
city,g,Yilan County,sale,2017,10,2017-10,391,47063,48795
city,g,Yilan County,sale,2017,11,2017-11,427,49502,51324
city,g,Yilan County,sale,2017,12,2017-12,402,48502,50287
city,g,Yilan County,sale,2018,1,2018-01,399,52333,53538
city,g,Yilan County,sale,2018,2,2018-02,209,49972,51122
city,g,Yilan County,sale,2018,3,2018-03,347,49150,50281
city,g,Yilan County,sale,2018,4,2018-04,383,49891,51039
city,g,Yilan County,sale,2018,5,2018-05,407,49226,50359
city,g,Yilan County,sale,2018,6,2018-06,386,48780,49903
city,g,Yilan County,sale,2018,7,2018-07,373,52516,53725
city,g,Yilan County,sale,2018,8,2018-08,344,48916,50042
city,g,Yilan County,sale,2018,9,2018-09,381,46071,47131
city,g,Yilan County,sale,2018,10,2018-10,342,46030,47090
city,g,Yilan County,sale,2018,11,2018-11,358,51425,52609
city,g,Yilan County,sale,2018,12,2018-12,395,49839,50986
city,g,Yilan County,sale,2019,1,2019-01,384,51133,52017
city,g,Yilan County,sale,2019,2,2019-02,252,47672,48496
city,g,Yilan County,sale,2019,3,2019-03,462,53666,54594
city,g,Yilan County,sale,2019,4,2019-04,428,49711,50571
city,g,Yilan County,sale,2019,5,2019-05,429,47074,47888
city,g,Yilan County,sale,2019,6,2019-06,504,52650,53561
city,g,Yilan County,sale,2019,7,2019-07,484,51054,51937
city,g,Yilan County,sale,2019,8,2019-08,347,49658,50517
city,g,Yilan County,sale,2019,9,2019-09,414,47932,48761
city,g,Yilan County,sale,2019,10,2019-10,429,49463,50318
city,g,Yilan County,sale,2019,11,2019-11,452,50830,51709
city,g,Yilan County,sale,2019,12,2019-12,464,49662,50521
city,g,Yilan County,sale,2020,1,2020-01,302,50954,51957
city,g,Yilan County,sale,2020,2,2020-02,340,49136,50103
city,g,Yilan County,sale,2020,3,2020-03,430,49257,50226
city,g,Yilan County,sale,2020,4,2020-04,441,50398,51390
city,g,Yilan County,sale,2020,5,2020-05,448,51062,52067
city,g,Yilan County,sale,2020,6,2020-06,474,53855,54915
city,g,Yilan County,sale,2020,7,2020-07,577,50420,51412
city,g,Yilan County,sale,2020,8,2020-08,510,54167,55233
city,g,Yilan County,sale,2020,9,2020-09,563,54612,55687
city,g,Yilan County,sale,2020,10,2020-10,524,53939,55001
city,g,Yilan County,sale,2020,11,2020-11,588,54328,55397
city,g,Yilan County,sale,2020,12,2020-12,577,53906,54967
city,g,Yilan County,sale,2021,1,2021-01,510,55762,55762
city,g,Yilan County,sale,2021,2,2021-02,382,52510,52510
city,g,Yilan County,sale,2021,3,2021-03,716,55731,55731
city,g,Yilan County,sale,2021,4,2021-04,692,53860,53860
city,g,Yilan County,sale,2021,5,2021-05,527,53998,53998
city,g,Yilan County,sale,2021,6,2021-06,447,59581,59581
city,g,Yilan County,sale,2021,7,2021-07,563,53166,53166
city,g,Yilan County,sale,2021,8,2021-08,573,56780,56780
city,g,Yilan County,sale,2021,9,2021-09,636,58255,58255
city,g,Yilan County,sale,2021,10,2021-10,796,57210,57210
city,g,Yilan County,sale,2021,11,2021-11,716,57230,57230
city,g,Yilan County,sale,2021,12,2021-12,753,58165,58165
city,g,Yilan County,sale,2022,1,2022-01,649,60711,58971
city,g,Yilan County,sale,2022,2,2022-02,465,59538,57832
city,g,Yilan County,sale,2022,3,2022-03,790,61312,59555
city,g,Yilan County,sale,2022,4,2022-04,656,58362,56690
city,g,Yilan County,sale,2022,5,2022-05,477,60992,59244
city,g,Yilan County,sale,2022,6,2022-06,540,58350,56678
city,g,Yilan County,sale,2022,7,2022-07,550,56796,55169
city,g,Yilan County,sale,2022,8,2022-08,499,58484,56808
city,g,Yilan County,sale,2022,9,2022-09,547,62164,60383
city,g,Yilan County,sale,2022,10,2022-10,490,58497,56821
city,g,Yilan County,sale,2022,11,2022-11,421,61736,59967
city,g,Yilan County,sale,2022,12,2022-12,533,62578,60785
city,g,Yilan County,sale,2023,1,2023-01,321,59933,56792
city,g,Yilan County,sale,2023,2,2023-02,442,58906,55819
city,g,Yilan County,sale,2023,3,2023-03,652,60590,57415
city,g,Yilan County,sale,2023,4,2023-04,599,62402,59132
city,g,Yilan County,sale,2023,5,2023-05,659,65505,62072
city,g,Yilan County,sale,2023,6,2023-06,630,64166,60804
city,g,Yilan County,sale,2023,7,2023-07,554,64452,61075
city,g,Yilan County,sale,2023,8,2023-08,509,65475,62044
city,g,Yilan County,sale,2023,9,2023-09,503,63492,60165
city,g,Yilan County,sale,2023,10,2023-10,540,64309,60939
city,g,Yilan County,sale,2023,11,2023-11,588,66448,62966
city,g,Yilan County,sale,2023,12,2023-12,563,66376,62898
city,g,Yilan County,sale,2024,1,2024-01,510,65992,61189
city,g,Yilan County,sale,2024,2,2024-02,333,65291,60539
city,g,Yilan County,sale,2024,3,2024-03,554,67140,62253
city,g,Yilan County,sale,2024,4,2024-04,538,68726,63724
city,g,Yilan County,sale,2024,5,2024-05,573,70136,65031
city,g,Yilan County,sale,2024,6,2024-06,513,68914,63898
city,g,Yilan County,sale,2024,7,2024-07,495,68927,63910
city,g,Yilan County,sale,2024,8,2024-08,406,68578,63586
city,g,Yilan County,sale,2024,9,2024-09,288,66694,61840
city,g,Yilan County,sale,2024,10,2024-10,313,68588,63596
city,g,Yilan County,sale,2024,11,2024-11,306,66832,61968
city,g,Yilan County,sale,2024,12,2024-12,340,67930,62986
city,g,Yilan County,sale,2025,1,2025-01,233,68535,62293
city,g,Yilan County,sale,2025,2,2025-02,240,64180,58335
city,g,Yilan County,sale,2025,3,2025-03,332,67610,61452
city,g,Yilan County,sale,2025,4,2025-04,257,62146,56486
city,g,Yilan County,sale,2025,5,2025-05,248,66870,60780
city,g,Yilan County,sale,2025,6,2025-06,248,67231,61108
city,g,Yilan County,sale,2025,7,2025-07,274,63060,57317
city,g,Yilan County,sale,2025,8,2025-08,254,62234,56566
city,g,Yilan County,sale,2025,9,2025-09,232,71851,65307
city,g,Yilan County,sale,2025,10,2025-10,271,63607,57814
city,g,Yilan County,sale,2025,11,2025-11,245,70683,64246
city,g,Yilan County,sale,2025,12,2025-12,306,65026,59104
city,g,Yilan County,sale,2026,1,2026-01,268,68552,61262
city,g,Yilan County,sale,2026,2,2026-02,139,64846,57950
city,g,Yilan County,sale,2026,3,2026-03,250,67814,60602
city,g,Yilan County,sale,2026,4,2026-04,171,61703,55141
city,h,Taoyuan City,sale,2012,1,2012-01,52,48290,51936
city,h,Taoyuan City,sale,2012,2,2012-02,84,49980,53753
city,h,Taoyuan City,sale,2012,3,2012-03,194,51042,54896
city,h,Taoyuan City,sale,2012,4,2012-04,279,54492,58606
city,h,Taoyuan City,sale,2012,5,2012-05,349,49873,53638
city,h,Taoyuan City,sale,2012,6,2012-06,434,45258,48675
city,h,Taoyuan City,sale,2012,7,2012-07,1631,39362,42334
city,h,Taoyuan City,sale,2012,8,2012-08,2466,38595,41509
city,h,Taoyuan City,sale,2012,9,2012-09,2629,39938,42953
city,h,Taoyuan City,sale,2012,10,2012-10,3129,40294,43336
city,h,Taoyuan City,sale,2012,11,2012-11,3442,43210,46472
city,h,Taoyuan City,sale,2012,12,2012-12,3719,42792,46023
city,h,Taoyuan City,sale,2013,1,2013-01,2998,42129,44952
city,h,Taoyuan City,sale,2013,2,2013-02,2022,44255,47220
city,h,Taoyuan City,sale,2013,3,2013-03,4581,44156,47115
city,h,Taoyuan City,sale,2013,4,2013-04,4771,46405,49515
city,h,Taoyuan City,sale,2013,5,2013-05,4464,47852,51058
city,h,Taoyuan City,sale,2013,6,2013-06,3872,48531,51783
city,h,Taoyuan City,sale,2013,7,2013-07,4001,46080,49168
city,h,Taoyuan City,sale,2013,8,2013-08,4340,45728,48792
city,h,Taoyuan City,sale,2013,9,2013-09,4204,45796,48865
city,h,Taoyuan City,sale,2013,10,2013-10,3426,50522,53907
city,h,Taoyuan City,sale,2013,11,2013-11,3459,51789,55259
city,h,Taoyuan City,sale,2013,12,2013-12,4455,47852,51058
city,h,Taoyuan City,sale,2014,1,2014-01,2035,49639,52340
city,h,Taoyuan City,sale,2014,2,2014-02,2191,49315,51998
city,h,Taoyuan City,sale,2014,3,2014-03,3693,50002,52722
city,h,Taoyuan City,sale,2014,4,2014-04,3480,51572,54378
city,h,Taoyuan City,sale,2014,5,2014-05,3884,51952,54779
city,h,Taoyuan City,sale,2014,6,2014-06,2694,50748,53509
city,h,Taoyuan City,sale,2014,7,2014-07,2459,51105,53885
city,h,Taoyuan City,sale,2014,8,2014-08,2443,52683,55549
city,h,Taoyuan City,sale,2014,9,2014-09,2643,51844,54665
city,h,Taoyuan City,sale,2014,10,2014-10,3037,54401,57361
city,h,Taoyuan City,sale,2014,11,2014-11,3091,54095,57038
city,h,Taoyuan City,sale,2014,12,2014-12,3137,53827,56756
city,h,Taoyuan City,sale,2015,1,2015-01,1817,51875,54865
city,h,Taoyuan City,sale,2015,2,2015-02,1208,49291,52132
city,h,Taoyuan City,sale,2015,3,2015-03,2172,51656,54634
city,h,Taoyuan City,sale,2015,4,2015-04,2788,53660,56753
city,h,Taoyuan City,sale,2015,5,2015-05,2629,53163,56227
city,h,Taoyuan City,sale,2015,6,2015-06,2254,52406,55427
city,h,Taoyuan City,sale,2015,7,2015-07,2125,52718,55757
city,h,Taoyuan City,sale,2015,8,2015-08,1843,50729,53653
city,h,Taoyuan City,sale,2015,9,2015-09,2016,48696,51503
city,h,Taoyuan City,sale,2015,10,2015-10,2211,50426,53333
city,h,Taoyuan City,sale,2015,11,2015-11,3308,52203,55212
city,h,Taoyuan City,sale,2015,12,2015-12,2688,51756,54739
city,h,Taoyuan City,sale,2016,1,2016-01,1431,51056,53261
city,h,Taoyuan City,sale,2016,2,2016-02,885,51543,53769
city,h,Taoyuan City,sale,2016,3,2016-03,3172,44891,46830
city,h,Taoyuan City,sale,2016,4,2016-04,2515,50994,53196
city,h,Taoyuan City,sale,2016,5,2016-05,3843,45533,47499
city,h,Taoyuan City,sale,2016,6,2016-06,2555,52527,54796
city,h,Taoyuan City,sale,2016,7,2016-07,2576,52168,54421
city,h,Taoyuan City,sale,2016,8,2016-08,2135,52364,54625
city,h,Taoyuan City,sale,2016,9,2016-09,2423,52099,54349
city,h,Taoyuan City,sale,2016,10,2016-10,2627,51488,53712
city,h,Taoyuan City,sale,2016,11,2016-11,2606,51460,53682
city,h,Taoyuan City,sale,2016,12,2016-12,2508,50242,52412
city,h,Taoyuan City,sale,2017,1,2017-01,1514,52879,54825
city,h,Taoyuan City,sale,2017,2,2017-02,1886,52523,54456
city,h,Taoyuan City,sale,2017,3,2017-03,2679,50678,52543
city,h,Taoyuan City,sale,2017,4,2017-04,2637,54458,56462
city,h,Taoyuan City,sale,2017,5,2017-05,2571,51428,53321
city,h,Taoyuan City,sale,2017,6,2017-06,2692,52873,54819
city,h,Taoyuan City,sale,2017,7,2017-07,2563,52324,54250
city,h,Taoyuan City,sale,2017,8,2017-08,2450,51867,53776
city,h,Taoyuan City,sale,2017,9,2017-09,2214,51931,53842
city,h,Taoyuan City,sale,2017,10,2017-10,2540,52605,54541
city,h,Taoyuan City,sale,2017,11,2017-11,2655,53270,55231
city,h,Taoyuan City,sale,2017,12,2017-12,2576,52222,54144
city,h,Taoyuan City,sale,2018,1,2018-01,2523,51169,52347
city,h,Taoyuan City,sale,2018,2,2018-02,1319,54709,55968
city,h,Taoyuan City,sale,2018,3,2018-03,2703,53602,54836
city,h,Taoyuan City,sale,2018,4,2018-04,2773,55143,56412
city,h,Taoyuan City,sale,2018,5,2018-05,2849,54800,56061
city,h,Taoyuan City,sale,2018,6,2018-06,3006,58905,60261
city,h,Taoyuan City,sale,2018,7,2018-07,3010,55355,56629
city,h,Taoyuan City,sale,2018,8,2018-08,2897,55471,56748
city,h,Taoyuan City,sale,2018,9,2018-09,2717,57330,58650
city,h,Taoyuan City,sale,2018,10,2018-10,2992,56001,57290
city,h,Taoyuan City,sale,2018,11,2018-11,2555,56243,57538
city,h,Taoyuan City,sale,2018,12,2018-12,2599,55483,56760
city,h,Taoyuan City,sale,2019,1,2019-01,2603,56480,57457
city,h,Taoyuan City,sale,2019,2,2019-02,1657,56423,57399
city,h,Taoyuan City,sale,2019,3,2019-03,3598,56700,57681
city,h,Taoyuan City,sale,2019,4,2019-04,3502,57792,58791
city,h,Taoyuan City,sale,2019,5,2019-05,3642,56912,57896
city,h,Taoyuan City,sale,2019,6,2019-06,3608,58068,59072
city,h,Taoyuan City,sale,2019,7,2019-07,3647,59207,60231
city,h,Taoyuan City,sale,2019,8,2019-08,3249,58771,59787
city,h,Taoyuan City,sale,2019,9,2019-09,3507,59311,60337
city,h,Taoyuan City,sale,2019,10,2019-10,3947,62773,63859
city,h,Taoyuan City,sale,2019,11,2019-11,3860,61674,62741
city,h,Taoyuan City,sale,2019,12,2019-12,3494,62143,63218
city,h,Taoyuan City,sale,2020,1,2020-01,2487,60245,61431
city,h,Taoyuan City,sale,2020,2,2020-02,2886,61796,63012
city,h,Taoyuan City,sale,2020,3,2020-03,3704,58918,60077
city,h,Taoyuan City,sale,2020,4,2020-04,3278,61654,62867
city,h,Taoyuan City,sale,2020,5,2020-05,4006,61512,62723
city,h,Taoyuan City,sale,2020,6,2020-06,4316,63614,64866
city,h,Taoyuan City,sale,2020,7,2020-07,4718,66198,67501
city,h,Taoyuan City,sale,2020,8,2020-08,4570,66370,67676
city,h,Taoyuan City,sale,2020,9,2020-09,4468,67998,69336
city,h,Taoyuan City,sale,2020,10,2020-10,4545,68154,69495
city,h,Taoyuan City,sale,2020,11,2020-11,4507,66621,67932
city,h,Taoyuan City,sale,2020,12,2020-12,4090,67159,68481
city,h,Taoyuan City,sale,2021,1,2021-01,3454,64589,64589
city,h,Taoyuan City,sale,2021,2,2021-02,2342,66172,66172
city,h,Taoyuan City,sale,2021,3,2021-03,4506,65716,65716
city,h,Taoyuan City,sale,2021,4,2021-04,4744,68193,68193
city,h,Taoyuan City,sale,2021,5,2021-05,3711,67734,67734
city,h,Taoyuan City,sale,2021,6,2021-06,2303,65840,65840
city,h,Taoyuan City,sale,2021,7,2021-07,3180,66354,66354
city,h,Taoyuan City,sale,2021,8,2021-08,3876,67628,67628
city,h,Taoyuan City,sale,2021,9,2021-09,4453,70037,70037
city,h,Taoyuan City,sale,2021,10,2021-10,4806,70912,70912
city,h,Taoyuan City,sale,2021,11,2021-11,5313,76980,76980
city,h,Taoyuan City,sale,2021,12,2021-12,4630,73214,73214
city,h,Taoyuan City,sale,2022,1,2022-01,3458,71578,69527
city,h,Taoyuan City,sale,2022,2,2022-02,2586,72624,70543
city,h,Taoyuan City,sale,2022,3,2022-03,4687,74754,72612
city,h,Taoyuan City,sale,2022,4,2022-04,3879,75853,73679
city,h,Taoyuan City,sale,2022,5,2022-05,3024,78318,76074
city,h,Taoyuan City,sale,2022,6,2022-06,2688,75468,73305
city,h,Taoyuan City,sale,2022,7,2022-07,3341,78549,76298
city,h,Taoyuan City,sale,2022,8,2022-08,2698,75714,73544
city,h,Taoyuan City,sale,2022,9,2022-09,2863,77348,75132
city,h,Taoyuan City,sale,2022,10,2022-10,2773,76343,74155
city,h,Taoyuan City,sale,2022,11,2022-11,2542,74508,72373
city,h,Taoyuan City,sale,2022,12,2022-12,2581,78521,76271
city,h,Taoyuan City,sale,2023,1,2023-01,1564,79294,75139
city,h,Taoyuan City,sale,2023,2,2023-02,2354,75877,71901
city,h,Taoyuan City,sale,2023,3,2023-03,3526,78141,74046
city,h,Taoyuan City,sale,2023,4,2023-04,3166,80800,76566
city,h,Taoyuan City,sale,2023,5,2023-05,3314,81884,77593
city,h,Taoyuan City,sale,2023,6,2023-06,3888,85398,80923
city,h,Taoyuan City,sale,2023,7,2023-07,3273,80703,76474
city,h,Taoyuan City,sale,2023,8,2023-08,3327,83719,79332
city,h,Taoyuan City,sale,2023,9,2023-09,3246,89002,84338
city,h,Taoyuan City,sale,2023,10,2023-10,3517,86834,82284
city,h,Taoyuan City,sale,2023,11,2023-11,3545,88351,83721
city,h,Taoyuan City,sale,2023,12,2023-12,3569,85800,81304
city,h,Taoyuan City,sale,2024,1,2024-01,3509,88460,82021
city,h,Taoyuan City,sale,2024,2,2024-02,2392,91942,85250
city,h,Taoyuan City,sale,2024,3,2024-03,4492,89793,83257
city,h,Taoyuan City,sale,2024,4,2024-04,3970,90978,84356
city,h,Taoyuan City,sale,2024,5,2024-05,4523,89826,83288
city,h,Taoyuan City,sale,2024,6,2024-06,4163,93694,86874
city,h,Taoyuan City,sale,2024,7,2024-07,3300,92927,86163
city,h,Taoyuan City,sale,2024,8,2024-08,2416,90110,83551
city,h,Taoyuan City,sale,2024,9,2024-09,2132,82738,76716
city,h,Taoyuan City,sale,2024,10,2024-10,2107,72467,67192
city,h,Taoyuan City,sale,2024,11,2024-11,1794,80558,74694
city,h,Taoyuan City,sale,2024,12,2024-12,1669,81699,75752
city,h,Taoyuan City,sale,2025,1,2025-01,1382,77610,70542
city,h,Taoyuan City,sale,2025,2,2025-02,1459,87323,79370
city,h,Taoyuan City,sale,2025,3,2025-03,2226,82454,74945
city,h,Taoyuan City,sale,2025,4,2025-04,1446,83100,75532
city,h,Taoyuan City,sale,2025,5,2025-05,1484,84685,76972
city,h,Taoyuan City,sale,2025,6,2025-06,1448,84814,77090
city,h,Taoyuan City,sale,2025,7,2025-07,1234,82354,74854
city,h,Taoyuan City,sale,2025,8,2025-08,1305,82128,74648
city,h,Taoyuan City,sale,2025,9,2025-09,1330,84688,76975
city,h,Taoyuan City,sale,2025,10,2025-10,1391,83887,76247
city,h,Taoyuan City,sale,2025,11,2025-11,1405,83767,76138
city,h,Taoyuan City,sale,2025,12,2025-12,1467,82136,74656
city,h,Taoyuan City,sale,2026,1,2026-01,1422,82428,73662
city,h,Taoyuan City,sale,2026,2,2026-02,764,81603,72925
city,h,Taoyuan City,sale,2026,3,2026-03,1226,81844,73140
city,h,Taoyuan City,sale,2026,4,2026-04,697,80854,72256
city,i,Chiayi City,sale,2012,1,2012-01,3,33615,36153
city,i,Chiayi City,sale,2012,2,2012-02,6,41312,44431
city,i,Chiayi City,sale,2012,3,2012-03,16,40695,43767
city,i,Chiayi City,sale,2012,4,2012-04,8,41194,44304
city,i,Chiayi City,sale,2012,5,2012-05,7,43343,46615
city,i,Chiayi City,sale,2012,6,2012-06,6,29002,31192
city,i,Chiayi City,sale,2012,7,2012-07,59,23024,24762
city,i,Chiayi City,sale,2012,8,2012-08,186,24969,26854
city,i,Chiayi City,sale,2012,9,2012-09,199,26331,28319
city,i,Chiayi City,sale,2012,10,2012-10,215,25010,26898
city,i,Chiayi City,sale,2012,11,2012-11,256,25675,27613
city,i,Chiayi City,sale,2012,12,2012-12,275,24360,26199
city,i,Chiayi City,sale,2013,1,2013-01,248,24514,26157
city,i,Chiayi City,sale,2013,2,2013-02,158,25071,26751
city,i,Chiayi City,sale,2013,3,2013-03,285,27352,29185
city,i,Chiayi City,sale,2013,4,2013-04,250,24768,26428
city,i,Chiayi City,sale,2013,5,2013-05,342,26497,28273
city,i,Chiayi City,sale,2013,6,2013-06,301,27157,28977
city,i,Chiayi City,sale,2013,7,2013-07,278,26270,28030
city,i,Chiayi City,sale,2013,8,2013-08,232,27164,28984
city,i,Chiayi City,sale,2013,9,2013-09,256,29062,31009
city,i,Chiayi City,sale,2013,10,2013-10,350,30895,32965
city,i,Chiayi City,sale,2013,11,2013-11,267,27159,28979
city,i,Chiayi City,sale,2013,12,2013-12,308,28624,30542
city,i,Chiayi City,sale,2014,1,2014-01,177,26372,27807
city,i,Chiayi City,sale,2014,2,2014-02,197,29670,31284
city,i,Chiayi City,sale,2014,3,2014-03,280,26752,28208
city,i,Chiayi City,sale,2014,4,2014-04,262,30974,32659
city,i,Chiayi City,sale,2014,5,2014-05,257,29187,30775
city,i,Chiayi City,sale,2014,6,2014-06,203,31452,33163
city,i,Chiayi City,sale,2014,7,2014-07,235,27154,28631
city,i,Chiayi City,sale,2014,8,2014-08,245,29898,31525
city,i,Chiayi City,sale,2014,9,2014-09,262,31596,33315
city,i,Chiayi City,sale,2014,10,2014-10,245,32114,33861
city,i,Chiayi City,sale,2014,11,2014-11,224,30898,32579
city,i,Chiayi City,sale,2014,12,2014-12,252,31752,33480
city,i,Chiayi City,sale,2015,1,2015-01,186,29619,31326
city,i,Chiayi City,sale,2015,2,2015-02,128,29063,30738
city,i,Chiayi City,sale,2015,3,2015-03,245,30184,31924
city,i,Chiayi City,sale,2015,4,2015-04,233,30864,32643
city,i,Chiayi City,sale,2015,5,2015-05,200,30551,32312
city,i,Chiayi City,sale,2015,6,2015-06,265,38189,40390
city,i,Chiayi City,sale,2015,7,2015-07,266,31652,33476
city,i,Chiayi City,sale,2015,8,2015-08,203,31982,33825
city,i,Chiayi City,sale,2015,9,2015-09,182,28650,30301
city,i,Chiayi City,sale,2015,10,2015-10,191,29454,31152
city,i,Chiayi City,sale,2015,11,2015-11,227,36851,38975
city,i,Chiayi City,sale,2015,12,2015-12,330,28264,29893
city,i,Chiayi City,sale,2016,1,2016-01,136,28871,30118
city,i,Chiayi City,sale,2016,2,2016-02,110,30427,31741
city,i,Chiayi City,sale,2016,3,2016-03,178,30030,31327
city,i,Chiayi City,sale,2016,4,2016-04,170,34510,36000
city,i,Chiayi City,sale,2016,5,2016-05,194,32148,33536
city,i,Chiayi City,sale,2016,6,2016-06,214,33260,34696
city,i,Chiayi City,sale,2016,7,2016-07,351,35794,37340
city,i,Chiayi City,sale,2016,8,2016-08,201,36408,37980
city,i,Chiayi City,sale,2016,9,2016-09,194,36422,37995
city,i,Chiayi City,sale,2016,10,2016-10,286,37797,39429
city,i,Chiayi City,sale,2016,11,2016-11,234,34640,36136
city,i,Chiayi City,sale,2016,12,2016-12,303,39321,41019
city,i,Chiayi City,sale,2017,1,2017-01,165,40890,42395
city,i,Chiayi City,sale,2017,2,2017-02,169,32387,33579
city,i,Chiayi City,sale,2017,3,2017-03,236,33222,34445
city,i,Chiayi City,sale,2017,4,2017-04,231,33956,35206
city,i,Chiayi City,sale,2017,5,2017-05,236,33825,35070
city,i,Chiayi City,sale,2017,6,2017-06,240,37293,38666
city,i,Chiayi City,sale,2017,7,2017-07,237,34993,36281
city,i,Chiayi City,sale,2017,8,2017-08,274,34501,35771
city,i,Chiayi City,sale,2017,9,2017-09,249,41962,43506
city,i,Chiayi City,sale,2017,10,2017-10,212,36078,37406
city,i,Chiayi City,sale,2017,11,2017-11,255,31894,33068
city,i,Chiayi City,sale,2017,12,2017-12,288,38052,39453
city,i,Chiayi City,sale,2018,1,2018-01,185,33479,34250
city,i,Chiayi City,sale,2018,2,2018-02,141,32330,33074
city,i,Chiayi City,sale,2018,3,2018-03,240,35744,36567
city,i,Chiayi City,sale,2018,4,2018-04,231,33784,34562
city,i,Chiayi City,sale,2018,5,2018-05,257,39322,40227
city,i,Chiayi City,sale,2018,6,2018-06,217,39796,40712
city,i,Chiayi City,sale,2018,7,2018-07,272,36739,37585
city,i,Chiayi City,sale,2018,8,2018-08,237,36296,37131
city,i,Chiayi City,sale,2018,9,2018-09,190,33708,34484
city,i,Chiayi City,sale,2018,10,2018-10,229,34610,35407
city,i,Chiayi City,sale,2018,11,2018-11,204,35824,36649
city,i,Chiayi City,sale,2018,12,2018-12,234,38419,39303
city,i,Chiayi City,sale,2019,1,2019-01,205,36494,37125
city,i,Chiayi City,sale,2019,2,2019-02,195,38443,39108
city,i,Chiayi City,sale,2019,3,2019-03,275,35366,35978
city,i,Chiayi City,sale,2019,4,2019-04,307,42395,43128
city,i,Chiayi City,sale,2019,5,2019-05,410,53845,54776
city,i,Chiayi City,sale,2019,6,2019-06,341,45938,46732
city,i,Chiayi City,sale,2019,7,2019-07,342,46292,47093
city,i,Chiayi City,sale,2019,8,2019-08,243,42230,42960
city,i,Chiayi City,sale,2019,9,2019-09,259,45653,46443
city,i,Chiayi City,sale,2019,10,2019-10,320,42955,43698
city,i,Chiayi City,sale,2019,11,2019-11,280,38739,39409
city,i,Chiayi City,sale,2019,12,2019-12,355,45685,46475
city,i,Chiayi City,sale,2020,1,2020-01,168,38642,39402
city,i,Chiayi City,sale,2020,2,2020-02,242,42816,43659
city,i,Chiayi City,sale,2020,3,2020-03,319,42038,42865
city,i,Chiayi City,sale,2020,4,2020-04,256,41353,42167
city,i,Chiayi City,sale,2020,5,2020-05,369,48032,48977
city,i,Chiayi City,sale,2020,6,2020-06,300,46207,47116
city,i,Chiayi City,sale,2020,7,2020-07,348,46315,47226
city,i,Chiayi City,sale,2020,8,2020-08,316,46125,47033
city,i,Chiayi City,sale,2020,9,2020-09,315,48802,49762
city,i,Chiayi City,sale,2020,10,2020-10,331,47859,48801
city,i,Chiayi City,sale,2020,11,2020-11,342,48603,49559
city,i,Chiayi City,sale,2020,12,2020-12,338,50447,51440
city,i,Chiayi City,sale,2021,1,2021-01,283,46973,46973
city,i,Chiayi City,sale,2021,2,2021-02,264,49848,49848
city,i,Chiayi City,sale,2021,3,2021-03,409,53217,53217
city,i,Chiayi City,sale,2021,4,2021-04,328,50709,50709
city,i,Chiayi City,sale,2021,5,2021-05,313,50656,50656
